Timestamp,TA,TA SET,Sensitivity,Window_Size,Motion,Pivot,Boost,Notes,Pattern
11:50:32.311167,2.90229,3.091,3.476,0.288,0,2.000,0,,BLOWDOWN
11:50:32.326658,2.89728,3.091,3.476,0.288,0,2.000,0,,BLOWDOWN
11:50:32.341796,2.89282,3.091,3.476,0.288,0,2.000,0,,BLOWDOWN
11:50:32.358260,2.88853,3.091,3.476,0.288,0,2.000,0,,BLOWDOWN
11:50:32.373968,2.88499,3.091,3.476,0.288,0,2.000,0,,BLOWDOWN
11:50:32.390216,2.88182,3.091,3.476,0.288,0,2.000,0,,BLOWDOWN
11:50:32.415436,2.87883,3.091,3.476,0.288,0,2.000,0,,BLOWDOWN
11:50:32.442484,2.87284,3.091,3.476,0.288,0,2.000,0,,BLOWDOWN
11:50:32.459953,2.86928,3.091,3.476,0.288,0,2.000,0,,BLOWDOWN
11:50:32.475405,2.86534,3.091,3.476,0.288,0,2.000,0,,BLOWDOWN
11:50:32.490607,2.86214,3.091,3.476,0.288,0,2.000,0,,BLOWDOWN
11:50:32.512735,2.85969,3.091,3.476,0.288,0,2.000,0,,BLOWDOWN
11:50:32.528249,2.85819,3.091,3.476,0.288,0,2.000,0,,BLOWDOWN
11:50:32.543386,2.85762,3.091,3.476,0.288,0,2.000,0,,BLOWDOWN
11:50:32.560186,2.85800,3.091,3.476,0.288,0,2.000,0,,BLOWDOWN
11:50:32.576149,2.86064,3.091,3.476,0.288,0,2.000,0,,BLOWDOWN
11:50:32.594367,2.86740,3.091,3.476,0.288,0,2.000,0,,BLOWDOWN
11:50:32.609540,2.88107,3.091,3.476,0.288,0,2.000,0,,BLOWDOWN
11:50:32.634433,2.90229,3.091,3.476,0.288,0,2.000,0,,BLOWDOWN
11:50:32.655149,2.92977,3.091,3.476,0.288,0,2.000,0,,BLOWDOWN
11:50:32.673406,2.99738,3.091,3.476,0.288,0,2.000,0,,BLOWDOWN
11:50:32.693629,3.03030,3.091,3.476,0.288,0,2.000,0,,BLOWDOWN
11:50:32.709423,3.05775,3.091,3.476,0.288,0,2.000,0,,SHORT FALL
11:50:32.725049,3.07764,3.091,3.476,0.288,0,2.000,0,,SHORT FALL
11:50:32.745667,3.09046,3.091,3.476,0.288,0,2.000,0,,SHORT FALL
11:50:32.760962,3.09772,3.091,3.476,0.288,0,2.000,0,,SHORT FALL
11:50:32.783980,3.10134,3.091,3.476,0.288,0,2.000,0,SQUEEZE_1_RELEASE,SHORT FALL
11:50:32.799603,3.10306,3.091,3.476,0.288,0,2.000,0,,SHORT FALL
11:50:32.819443,3.10443,3.091,3.476,0.288,0,2.000,0,,SHORT FALL
11:50:32.834981,3.10598,3.091,3.476,0.288,0,2.000,0,,SHORT FALL
11:50:32.850427,3.10804,3.091,3.476,0.288,0,2.000,0,,SHORT FALL
11:50:32.865784,3.11079,3.091,3.476,0.288,0,2.000,0,,SHORT FALL
11:50:32.882415,3.11405,3.091,3.476,0.288,0,2.000,0,,SHORT FALL
11:50:32.898370,3.11748,3.091,3.476,0.288,0,2.000,0,,SHORT FALL
11:50:32.914458,3.12038,3.091,3.476,0.288,0,2.000,0,,SHORT FALL
11:50:32.929758,3.12261,3.091,3.476,0.288,0,2.000,0,,SHORT FALL
11:50:32.944885,3.12431,3.091,3.476,0.288,0,2.000,0,,SHORT FALL
11:50:32.961380,3.12551,3.091,3.476,0.288,0,2.000,0,,SHORT FALL
11:50:32.979011,3.12653,3.091,3.476,0.288,0,2.000,0,,SHORT FALL
11:50:32.994357,3.12773,3.091,3.476,0.288,0,2.000,0,,SHORT FALL
11:50:33.010221,3.12909,3.091,3.476,0.288,0,2.000,0,,SHORT FALL
11:50:33.025378,3.13079,3.091,3.476,0.288,0,2.000,0,,SHORT FALL
11:50:33.042943,3.13284,3.091,3.476,0.288,0,2.000,0,,SHORT FALL
11:50:33.058256,3.13505,3.091,3.476,0.288,0,2.000,0,,SHORT FALL
11:50:33.073883,3.13726,3.091,3.476,0.288,0,2.000,0,,SHORT FALL
11:50:33.090814,3.13879,3.091,3.476,0.288,0,2.000,0,,SHORT FALL
11:50:33.114869,3.14014,3.091,3.476,0.288,0,2.000,0,,SHORT FALL
11:50:33.130370,3.14099,3.091,3.476,0.288,0,2.000,0,,SHORT RISE
11:50:33.145552,3.14150,3.091,3.476,0.288,0,2.000,0,,SHORT RISE
11:50:33.162530,3.14150,3.091,3.476,0.288,0,2.000,0,,SHORT RISE
11:50:33.177928,3.14116,3.091,3.476,0.288,0,2.000,0,,SHORT RISE
11:50:33.193090,3.14065,3.091,3.476,0.288,0,2.000,0,,SHORT RISE
11:50:33.209808,3.13981,3.091,3.476,0.288,0,2.000,0,,SHORT RISE
11:50:33.232933,3.13896,3.091,3.476,0.288,0,2.000,0,,SHORT RISE
11:50:33.251077,3.13828,3.091,3.476,0.288,0,2.000,0,,SHORT RISE
11:50:33.266216,3.13760,3.091,3.476,0.288,0,2.000,0,,SHORT RISE
11:50:33.283526,3.13692,3.091,3.476,0.288,0,2.000,0,,SHORT RISE
11:50:33.300742,3.13624,3.091,3.476,0.288,0,2.000,0,,SHORT RISE
11:50:33.316194,3.13556,3.091,3.476,0.288,0,2.000,0,,SHORT RISE
11:50:33.332428,3.13471,3.091,3.476,0.288,0,2.000,0,,SHORT RISE
11:50:33.353794,3.13369,3.091,3.476,0.288,0,2.000,0,,SHORT RISE
11:50:33.369006,3.13267,3.091,3.476,0.288,0,2.000,0,,SHORT RISE
11:50:33.384596,3.13130,3.091,3.476,0.288,0,2.000,0,,SHORT RISE
11:50:33.400779,3.12994,3.091,3.476,0.288,0,2.000,0,,SHORT RISE
11:50:33.415919,3.12841,3.091,3.476,0.288,0,2.000,0,,SHORT RISE
11:50:33.431379,3.12687,3.091,3.476,0.288,0,2.000,0,,SHORT RISE
11:50:33.447604,3.12551,3.091,3.476,0.288,0,2.000,0,,SHORT RISE
11:50:33.463176,3.12414,3.091,3.476,0.288,0,2.000,0,,SHORT RISE
11:50:33.478302,3.12278,3.091,3.476,0.288,0,2.000,0,,SHORT RISE
11:50:33.494580,3.12124,3.091,3.476,0.288,0,2.000,0,,SHORT RISE
11:50:33.509924,3.11970,3.091,3.476,0.288,0,2.000,0,,SHORT RISE
11:50:33.525267,3.11799,3.091,3.476,0.288,0,2.000,0,,SHORT RISE
11:50:33.546353,3.11628,3.091,3.476,0.288,0,2.000,0,,SHORT RISE
11:50:33.561492,3.11456,3.091,3.476,0.288,0,2.000,0,,SHORT RISE
11:50:33.576685,3.11268,3.091,3.476,0.288,0,2.000,0,,SHORT RISE
11:50:33.592931,3.11079,3.091,3.476,0.288,0,2.000,0,,SHORT RISE
11:50:33.609368,3.10890,3.091,3.476,0.288,0,2.000,0,,SHORT RISE
11:50:33.625442,3.10684,3.091,3.476,0.288,0,2.000,0,,SHORT RISE
11:50:33.641732,3.10461,3.091,3.476,0.288,0,2.000,0,,SHORT RISE
11:50:33.657074,3.10220,3.091,3.476,0.288,0,2.000,0,,SHORT RISE
11:50:33.673433,3.09978,3.091,3.476,0.288,0,2.000,0,,SHORT RISE
11:50:33.688961,3.09737,3.091,3.476,0.288,0,2.000,0,,SHORT RISE
11:50:33.709853,3.09478,3.091,3.476,0.288,0,2.000,0,,SHORT RISE
11:50:33.725042,3.09236,3.091,3.476,0.288,0,2.000,0,,SHORT RISE
11:50:33.742490,3.08994,3.091,3.476,0.288,0,2.000,0,,SHORT RISE
11:50:33.758104,3.08735,3.091,3.476,0.288,0,2.000,0,,SHORT RISE
11:50:33.773222,3.08492,3.091,3.476,0.288,0,2.000,0,,SHORT RISE
11:50:33.794248,3.08232,3.091,3.476,0.288,0,2.000,0,,SHORT RISE
11:50:33.811248,3.07955,3.091,3.476,0.288,0,2.000,0,,SHORT RISE
11:50:33.826596,3.07677,3.091,3.476,0.288,0,2.000,0,,SHORT RISE
11:50:33.841859,3.07416,3.091,3.476,0.288,0,2.000,0,,SHORT RISE
11:50:33.858837,3.07137,3.091,3.476,0.288,0,2.000,0,,SHORT RISE
11:50:33.874040,3.06841,3.091,3.476,0.288,0,2.000,0,,SHORT RISE
11:50:33.890305,3.06562,3.091,3.476,0.288,0,2.000,0,,SHORT RISE
11:50:33.910511,3.06282,3.091,3.476,0.288,0,2.000,0,,SHORT RISE
11:50:33.925694,3.06020,3.091,3.476,0.288,0,2.000,0,,SHORT RISE
11:50:33.942587,3.05758,3.091,3.476,0.288,0,2.000,0,,SHORT RISE
11:50:33.957904,3.05495,3.091,3.476,0.288,0,2.000,0,,SHORT RISE
11:50:33.973037,3.05232,3.091,3.476,0.288,0,2.000,0,,SHORT RISE
11:50:33.997725,3.04969,3.091,3.476,0.288,0,2.000,0,,SHORT FALL
11:50:34.012925,3.04723,3.091,3.476,0.288,0,2.000,0,,SHORT FALL
11:50:34.030451,3.04459,3.091,3.476,0.288,0,2.000,0,,SHORT FALL
11:50:34.049317,3.04213,3.091,3.476,0.288,0,2.000,0,,SHORT FALL
11:50:34.064492,3.03966,3.091,3.476,0.288,0,2.000,0,,SHORT FALL
11:50:34.083038,3.03719,3.091,3.476,0.288,0,2.000,0,,SHORT FALL
11:50:34.099142,3.03490,3.091,3.476,0.288,0,2.000,0,,SHORT FALL
11:50:34.114314,3.03260,3.091,3.476,0.288,0,2.000,0,,SHORT FALL
11:50:34.129446,3.03030,3.091,3.476,0.288,0,2.000,0,,SHORT FALL
11:50:34.145184,3.02818,3.091,3.476,0.288,0,2.000,0,,SHORT FALL
11:50:34.162749,3.02605,3.091,3.476,0.288,0,2.000,0,,SHORT FALL
11:50:34.188371,3.02393,3.091,3.476,0.288,0,2.000,0,,SHORT FALL
11:50:34.205139,3.02180,3.091,3.476,0.288,0,2.000,0,,SHORT FALL
11:50:34.220330,3.01985,3.091,3.476,0.288,0,2.000,0,,SHORT FALL
11:50:34.235683,3.01789,3.091,3.476,0.288,0,2.000,0,,SHORT FALL
11:50:34.251989,3.01576,3.091,3.476,0.288,0,2.000,0,,SHORT FALL
11:50:34.267465,3.01380,3.091,3.476,0.288,0,2.000,0,,SHORT FALL
11:50:34.283061,3.01202,3.091,3.476,0.288,0,2.000,0,,SHORT FALL
